team,year,day,position,last
parma,1996,24,1,1
sampdoria,1996,24,2,5
bologna,1996,24,3,6
inter,1996,24,4,2
atalanta,1996,24,5,9
roma,1996,24,6,12
vicenza,1996,24,7,7
lazio,1996,24,8,3
milan,1996,24,9,10
udinese,1996,24,10,4
fiorentina,1996,24,11,8
napoli,1996,24,12,11
piacenza,1996,24,13,13
cagliari,1996,24,14,15
perugia,1996,24,15,14
verona,1996,24,16,16
reggiana,1996,24,17,17
juventus,1996,25,0,0
parma,1996,25,1,1
inter,1996,25,2,2
sampdoria,1996,25,3,5
bologna,1996,25,4,6
lazio,1996,25,5,3
roma,1996,25,6,12
milan,1996,25,7,10
atalanta,1996,25,8,9
vicenza,1996,25,9,7
fiorentina,1996,25,10,8
udinese,1996,25,11,4
napoli,1996,25,12,11
piacenza,1996,25,13,13
perugia,1996,25,14,14
cagliari,1996,25,15,15
reggiana,1996,25,16,17
verona,1996,25,17,16
juventus,1996,26,0,0
parma,1996,26,1,1
bologna,1996,26,2,6
inter,1996,26,3,2
sampdoria,1996,26,4,5
lazio,1996,26,5,3
roma,1996,26,6,12
milan,1996,26,7,10
vicenza,1996,26,8,7
udinese,1996,26,9,4
atalanta,1996,26,10,9
fiorentina,1996,26,11,8
napoli,1996,26,12,11
perugia,1996,26,13,14
piacenza,1996,26,14,13
cagliari,1996,26,15,15
verona,1996,26,16,16
reggiana,1996,26,17,17
juventus,1996,27,0,0
parma,1996,27,1,1
inter,1996,27,2,2
bologna,1996,27,3,6
sampdoria,1996,27,4,5
lazio,1996,27,5,3
udinese,1996,27,6,4
milan,1996,27,7,10
vicenza,1996,27,8,7
fiorentina,1996,27,9,8
roma,1996,27,10,12
atalanta,1996,27,11,9
napoli,1996,27,12,11
piacenza,1996,27,13,13
cagliari,1996,27,14,15
perugia,1996,27,15,14
verona,1996,27,16,16
reggiana,1996,27,17,17
juventus,1996,28,0,0
parma,1996,28,1,1
inter,1996,28,2,2
sampdoria,1996,28,3,5
bologna,1996,28,4,6
lazio,1996,28,5,3
udinese,1996,28,6,4
vicenza,1996,28,7,7
fiorentina,1996,28,8,8
atalanta,1996,28,9,9
milan,1996,28,10,10
roma,1996,28,11,12
napoli,1996,28,12,11
piacenza,1996,28,13,13
perugia,1996,28,14,14
cagliari,1996,28,15,15
verona,1996,28,16,16
reggiana,1996,28,17,17
juventus,1996,29,0,0
parma,1996,29,1,1
inter,1996,29,2,2
sampdoria,1996,29,3,5
bologna,1996,29,4,6
lazio,1996,29,5,3
vicenza,1996,29,6,7
udinese,1996,29,7,4
fiorentina,1996,29,8,8
atalanta,1996,29,9,9
milan,1996,29,10,10
roma,1996,29,11,12
napoli,1996,29,12,11
cagliari,1996,29,13,15
piacenza,1996,29,14,13
perugia,1996,29,15,14
verona,1996,29,16,16
reggiana,1996,29,17,17
juventus,1996,30,0,0
parma,1996,30,1,1
inter,1996,30,2,2
bologna,1996,30,3,6
lazio,1996,30,4,3
sampdoria,1996,30,5,5
udinese,1996,30,6,4
vicenza,1996,30,7,7
milan,1996,30,8,10
fiorentina,1996,30,9,8
atalanta,1996,30,10,9
roma,1996,30,11,12
napoli,1996,30,12,11
piacenza,1996,30,13,13
cagliari,1996,30,14,15
perugia,1996,30,15,14
verona,1996,30,16,16
reggiana,1996,30,17,17
juventus,1996,31,0,0
parma,1996,31,1,1
inter,1996,31,2,2
lazio,1996,31,3,3
udinese,1996,31,4,4
bologna,1996,31,5,6
sampdoria,1996,31,6,5
vicenza,1996,31,7,7
milan,1996,31,8,10
fiorentina,1996,31,9,8
roma,1996,31,10,12
atalanta,1996,31,11,9
napoli,1996,31,12,11
cagliari,1996,31,13,15
piacenza,1996,31,14,13
perugia,1996,31,15,14
verona,1996,31,16,16
reggiana,1996,31,17,17
juventus,1996,32,0,0
parma,1996,32,1,1
inter,1996,32,2,2
lazio,1996,32,3,3
sampdoria,1996,32,4,5
bologna,1996,32,5,6
udinese,1996,32,6,4
vicenza,1996,32,7,7
milan,1996,32,8,10
fiorentina,1996,32,9,8
roma,1996,32,10,12
atalanta,1996,32,11,9
napoli,1996,32,12,11
perugia,1996,32,13,14
cagliari,1996,32,14,15
piacenza,1996,32,15,13
verona,1996,32,16,16
reggiana,1996,32,17,17
juventus,1996,33,0,0
parma,1996,33,1,1
inter,1996,33,2,2
lazio,1996,33,3,3
sampdoria,1996,33,4,5
udinese,1996,33,5,4
bologna,1996,33,6,6
vicenza,1996,33,7,7
fiorentina,1996,33,8,8
milan,1996,33,9,10
roma,1996,33,10,12
atalanta,1996,33,11,9
napoli,1996,33,12,11
perugia,1996,33,13,14
cagliari,1996,33,14,15
piacenza,1996,33,15,13
verona,1996,33,16,16
reggiana,1996,33,17,17
juventus,1996,34,0,0
parma,1996,34,1,1
inter,1996,34,2,2
lazio,1996,34,3,3
udinese,1996,34,4,4
sampdoria,1996,34,5,5
bologna,1996,34,6,6
vicenza,1996,34,7,7
fiorentina,1996,34,8,8
atalanta,1996,34,9,9
milan,1996,34,10,10
napoli,1996,34,11,11
roma,1996,34,12,12
piacenza,1996,34,13,13
perugia,1996,34,14,14
cagliari,1996,34,15,15
verona,1996,34,16,16
reggiana,1996,34,17,17
livorno,2013,0,0,19
sampdoria,2013,0,1,11
verona,2013,0,2,9
milan,2013,0,3,7
cagliari,2013,0,4,14
atalanta,2013,0,5,10
inter,2013,0,6,4
genoa,2013,0,7,13
lazio,2013,0,8,8
udinese,2013,0,9,12
juventus,2013,0,10,0
roma,2013,0,11,1
napoli,2013,0,12,2
bologna,2013,0,13,18
parma,2013,0,14,5
chievo,2013,0,15,15
torino,2013,0,16,6
sassuolo,2013,0,17,16
fiorentina,2013,0,18,3
catania,2013,0,19,17
roma,2013,1,0,1
fiorentina,2013,1,1,3
cagliari,2013,1,2,14
inter,2013,1,3,4
lazio,2013,1,4,8
juventus,2013,1,5,0
verona,2013,1,6,9
napoli,2013,1,7,2
torino,2013,1,8,6
chievo,2013,1,9,15
parma,2013,1,10,5
livorno,2013,1,11,19
genoa,2013,1,12,13
bologna,2013,1,13,18
sampdoria,2013,1,14,11
udinese,2013,1,15,12
atalanta,2013,1,16,10
sassuolo,2013,1,17,16
milan,2013,1,18,7
catania,2013,1,19,17
fiorentina,2013,2,0,3
inter,2013,2,1,4
juventus,2013,2,2,0
roma,2013,2,3,1
napoli,2013,2,4,2
livorno,2013,2,5,19
verona,2013,2,6,9
lazio,2013,2,7,8
udinese,2013,2,8,12
milan,2013,2,9,7
cagliari,2013,2,10,14
atalanta,2013,2,11,10
torino,2013,2,12,6
bologna,2013,2,13,18
parma,2013,2,14,5
chievo,2013,2,15,15
sampdoria,2013,2,16,11
sassuolo,2013,2,17,16
genoa,2013,2,18,13
catania,2013,2,19,17
napoli,2013,3,0,2
roma,2013,3,1,1
fiorentina,2013,3,2,3
juventus,2013,3,3,0
inter,2013,3,4,4
livorno,2013,3,5,19
verona,2013,3,6,9
lazio,2013,3,7,8
udinese,2013,3,8,12
milan,2013,3,9,7
cagliari,2013,3,10,14
torino,2013,3,11,6
genoa,2013,3,12,13
atalanta,2013,3,13,10
bologna,2013,3,14,18
chievo,2013,3,15,15
sampdoria,2013,3,16,11
parma,2013,3,17,5
sassuolo,2013,3,18,16
catania,2013,3,19,17
napoli,2013,4,0,2
roma,2013,4,1,1
fiorentina,2013,4,2,3
inter,2013,4,3,4
juventus,2013,4,4,0
livorno,2013,4,5,19
torino,2013,4,6,6
verona,2013,4,7,9
lazio,2013,4,8,8
cagliari,2013,4,9,14
udinese,2013,4,10,12
genoa,2013,4,11,13
chievo,2013,4,12,15
milan,2013,4,13,7
atalanta,2013,4,14,10
sampdoria,2013,4,15,11
bologna,2013,4,16,18
parma,2013,4,17,5
catania,2013,4,18,17
sassuolo,2013,4,19,16
roma,2013,5,0,1
napoli,2013,5,1,2
inter,2013,5,2,4
juventus,2013,5,3,0
fiorentina,2013,5,4,3
lazio,2013,5,5,8
torino,2013,5,6,6
livorno,2013,5,7,19
verona,2013,5,8,9
udinese,2013,5,9,12
cagliari,2013,5,10,14
parma,2013,5,11,5
milan,2013,5,12,7
genoa,2013,5,13,13
chievo,2013,5,14,15
atalanta,2013,5,15,10
bologna,2013,5,16,18
sampdoria,2013,5,17,11
sassuolo,2013,5,18,16
catania,2013,5,19,17
roma,2013,6,0,1
napoli,2013,6,1,2
juventus,2013,6,2,0
inter,2013,6,3,4
fiorentina,2013,6,4,3
lazio,2013,6,5,8
verona,2013,6,6,9
livorno,2013,6,7,19
milan,2013,6,8,7
torino,2013,6,9,6
cagliari,2013,6,10,14
udinese,2013,6,11,12
parma,2013,6,12,5
atalanta,2013,6,13,10
catania,2013,6,14,17
genoa,2013,6,15,13
chievo,2013,6,16,15
bologna,2013,6,17,18
sassuolo,2013,6,18,16
sampdoria,2013,6,19,11
roma,2013,7,0,1
juventus,2013,7,1,0
napoli,2013,7,2,2
inter,2013,7,3,4
verona,2013,7,4,9
fiorentina,2013,7,5,3
lazio,2013,7,6,8
udinese,2013,7,7,12
atalanta,2013,7,8,10
torino,2013,7,9,6
parma,2013,7,10,5
milan,2013,7,11,7
livorno,2013,7,12,19
cagliari,2013,7,13,14
catania,2013,7,14,17
genoa,2013,7,15,13
chievo,2013,7,16,15
bologna,2013,7,17,18
sampdoria,2013,7,18,11
sassuolo,2013,7,19,16
roma,2013,8,0,1
juventus,2013,8,1,0
napoli,2013,8,2,2
verona,2013,8,3,9
inter,2013,8,4,4
fiorentina,2013,8,5,3
atalanta,2013,8,6,10
lazio,2013,8,7,8
milan,2013,8,8,7
torino,2013,8,9,6
cagliari,2013,8,10,14
udinese,2013,8,11,12
parma,2013,8,12,5
genoa,2013,8,13,13
livorno,2013,8,14,19
sampdoria,2013,8,15,11
sassuolo,2013,8,16,16
catania,2013,8,17,17
chievo,2013,8,18,15
bologna,2013,8,19,18
roma,2013,9,0,1
napoli,2013,9,1,2
juventus,2013,9,2,0
inter,2013,9,3,4
fiorentina,2013,9,4,3
verona,2013,9,5,9
lazio,2013,9,6,8
parma,2013,9,7,5
atalanta,2013,9,8,10
milan,2013,9,9,7
udinese,2013,9,10,12
cagliari,2013,9,11,14
torino,2013,9,12,6
sampdoria,2013,9,13,11
livorno,2013,9,14,19
genoa,2013,9,15,13
sassuolo,2013,9,16,16
bologna,2013,9,17,18
catania,2013,9,18,17
chievo,2013,9,19,15
roma,2013,10,0,1
napoli,2013,10,1,2
juventus,2013,10,2,0
inter,2013,10,3,4
verona,2013,10,4,9
fiorentina,2013,10,5,3
lazio,2013,10,6,8
atalanta,2013,10,7,10
udinese,2013,10,8,12
parma,2013,10,9,5
milan,2013,10,10,7
torino,2013,10,11,6
genoa,2013,10,12,13
cagliari,2013,10,13,14
bologna,2013,10,14,18
sampdoria,2013,10,15,11
livorno,2013,10,16,19
sassuolo,2013,10,17,16
catania,2013,10,18,17
chievo,2013,10,19,15
roma,2013,11,0,1
juventus,2013,11,1,0
napoli,2013,11,2,2
inter,2013,11,3,4
verona,2013,11,4,9
fiorentina,2013,11,5,3
lazio,2013,11,6,8
genoa,2013,11,7,13
atalanta,2013,11,8,10
udinese,2013,11,9,12
livorno,2013,11,10,19
milan,2013,11,11,7
torino,2013,11,12,6
parma,2013,11,13,5
bologna,2013,11,14,18
cagliari,2013,11,15,14
sassuolo,2013,11,16,16
sampdoria,2013,11,17,11
catania,2013,11,18,17
chievo,2013,11,19,15
roma,2013,12,0,1
juventus,2013,12,1,0
napoli,2013,12,2,2
inter,2013,12,3,4
fiorentina,2013,12,4,3
verona,2013,12,5,9
genoa,2013,12,6,13
atalanta,2013,12,7,10
lazio,2013,12,8,8
milan,2013,12,9,7
udinese,2013,12,10,12
cagliari,2013,12,11,14
parma,2013,12,12,5
livorno,2013,12,13,19
torino,2013,12,14,6
sassuolo,2013,12,15,16
bologna,2013,12,16,18
sampdoria,2013,12,17,11
catania,2013,12,18,17
chievo,2013,12,19,15
juventus,2013,13,0,0
roma,2013,13,1,1
napoli,2013,13,2,2
inter,2013,13,3,4
fiorentina,2013,13,4,3
verona,2013,13,5,9
genoa,2013,13,6,13
lazio,2013,13,7,8
parma,2013,13,8,5
atalanta,2013,13,9,10
udinese,2013,13,10,12
torino,2013,13,11,6
milan,2013,13,12,7
cagliari,2013,13,13,14
sassuolo,2013,13,14,16
livorno,2013,13,15,19
bologna,2013,13,16,18
sampdoria,2013,13,17,11
catania,2013,13,18,17
chievo,2013,13,19,15
juventus,2013,14,0,0
roma,2013,14,1,1
napoli,2013,14,2,2
inter,2013,14,3,4
fiorentina,2013,14,4,3
verona,2013,14,5,9
genoa,2013,14,6,13
parma,2013,14,7,5
milan,2013,14,8,7
atalanta,2013,14,9,10
lazio,2013,14,10,8
udinese,2013,14,11,12
torino,2013,14,12,6
cagliari,2013,14,13,14
sassuolo,2013,14,14,16
bologna,2013,14,15,18
chievo,2013,14,16,15
livorno,2013,14,17,19
sampdoria,2013,14,18,11
catania,2013,14,19,17
juventus,2013,15,0,0
roma,2013,15,1,1
napoli,2013,15,2,2
inter,2013,15,3,4
fiorentina,2013,15,4,3
verona,2013,15,5,9
torino,2013,15,6,6
genoa,2013,15,7,13
milan,2013,15,8,7
cagliari,2013,15,9,14
parma,2013,15,10,5
atalanta,2013,15,11,10
lazio,2013,15,12,8
udinese,2013,15,13,12
chievo,2013,15,14,15
sassuolo,2013,15,15,16
sampdoria,2013,15,16,11
livorno,2013,15,17,19
bologna,2013,15,18,18
catania,2013,15,19,17
juventus,2013,16,0,0
roma,2013,16,1,1
napoli,2013,16,2,2
fiorentina,2013,16,3,3
inter,2013,16,4,4
verona,2013,16,5,9
torino,2013,16,6,6
genoa,2013,16,7,13
lazio,2013,16,8,8
milan,2013,16,9,7
cagliari,2013,16,10,14
parma,2013,16,11,5
atalanta,2013,16,12,10
udinese,2013,16,13,12
sampdoria,2013,16,14,11
chievo,2013,16,15,15
sassuolo,2013,16,16,16
livorno,2013,16,17,19
bologna,2013,16,18,18
catania,2013,16,19,17
juventus,2013,17,0,0
roma,2013,17,1,1
napoli,2013,17,2,2
fiorentina,2013,17,3,3
inter,2013,17,4,4
verona,2013,17,5,9
torino,2013,17,6,6
genoa,2013,17,7,13
lazio,2013,17,8,8
udinese,2013,17,9,12
cagliari,2013,17,10,14
parma,2013,17,11,5
milan,2013,17,12,7
sampdoria,2013,17,13,11
atalanta,2013,17,14,10
chievo,2013,17,15,15
bologna,2013,17,16,18
sassuolo,2013,17,17,16
livorno,2013,17,18,19
catania,2013,17,19,17
juventus,2013,18,0,0
roma,2013,18,1,1
napoli,2013,18,2,2
fiorentina,2013,18,3,3
verona,2013,18,4,9
inter,2013,18,5,4
torino,2013,18,6,6
genoa,2013,18,7,13
lazio,2013,18,8,8
parma,2013,18,9,5
milan,2013,18,10,7
cagliari,2013,18,11,14
udinese,2013,18,12,12
sampdoria,2013,18,13,11
atalanta,2013,18,14,10
chievo,2013,18,15,15
bologna,2013,18,16,18
sassuolo,2013,18,17,16
livorno,2013,18,18,19
catania,2013,18,19,17
juventus,2013,19,0,0
roma,2013,19,1,1
napoli,2013,19,2,2
fiorentina,2013,19,3,3
inter,2013,19,4,4
verona,2013,19,5,9
parma,2013,19,6,5
torino,2013,19,7,6
lazio,2013,19,8,8
genoa,2013,19,9,13
milan,2013,19,10,7
sampdoria,2013,19,11,11
cagliari,2013,19,12,14
atalanta,2013,19,13,10
udinese,2013,19,14,12
chievo,2013,19,15,15
sassuolo,2013,19,16,16
bologna,2013,19,17,18
livorno,2013,19,18,19
catania,2013,19,19,17
juventus,2013,20,0,0
roma,2013,20,1,1
napoli,2013,20,2,2
fiorentina,2013,20,3,3
inter,2013,20,4,4
verona,2013,20,5,9
parma,2013,20,6,5
torino,2013,20,7,6
lazio,2013,20,8,8
genoa,2013,20,9,13
milan,2013,20,10,7
atalanta,2013,20,11,10
cagliari,2013,20,12,14
sampdoria,2013,20,13,11
udinese,2013,20,14,12
bologna,2013,20,15,18
chievo,2013,20,16,15
sassuolo,2013,20,17,16
livorno,2013,20,18,19
catania,2013,20,19,17
juventus,2013,21,0,0
roma,2013,21,1,1
napoli,2013,21,2,2
fiorentina,2013,21,3,3
inter,2013,21,4,4
torino,2013,21,5,6
verona,2013,21,6,9
parma,2013,21,7,5
milan,2013,21,8,7
lazio,2013,21,9,8
genoa,2013,21,10,13
atalanta,2013,21,11,10
sampdoria,2013,21,12,11
cagliari,2013,21,13,14
udinese,2013,21,14,12
bologna,2013,21,15,18
chievo,2013,21,16,15
sassuolo,2013,21,17,16
livorno,2013,21,18,19
catania,2013,21,19,17
juventus,2013,22,0,0
roma,2013,22,1,1
napoli,2013,22,2,2
fiorentina,2013,22,3,3
verona,2013,22,4,9
parma,2013,22,5,5
inter,2013,22,6,4
torino,2013,22,7,6
lazio,2013,22,8,8
milan,2013,22,9,7
genoa,2013,22,10,13
atalanta,2013,22,11,10
sampdoria,2013,22,12,11
cagliari,2013,22,13,14
udinese,2013,22,14,12
bologna,2013,22,15,18
chievo,2013,22,16,15
livorno,2013,22,17,19
sassuolo,2013,22,18,16
catania,2013,22,19,17
juventus,2013,23,0,0
roma,2013,23,1,1
napoli,2013,23,2,2
fiorentina,2013,23,3,3
inter,2013,23,4,4
verona,2013,23,5,9
parma,2013,23,6,5
torino,2013,23,7,6
lazio,2013,23,8,8
genoa,2013,23,9,13
milan,2013,23,10,7
sampdoria,2013,23,11,11
atalanta,2013,23,12,10
udinese,2013,23,13,12
cagliari,2013,23,14,14
bologna,2013,23,15,18
chievo,2013,23,16,15
livorno,2013,23,17,19
sassuolo,2013,23,18,16
catania,2013,23,19,17
juventus,2013,24,0,0
roma,2013,24,1,1
napoli,2013,24,2,2
fiorentina,2013,24,3,3
inter,2013,24,4,4
parma,2013,24,5,5
torino,2013,24,6,6
verona,2013,24,7,9
lazio,2013,24,8,8
milan,2013,24,9,7
genoa,2013,24,10,13
sampdoria,2013,24,11,11
atalanta,2013,24,12,10
udinese,2013,24,13,12
cagliari,2013,24,14,14
bologna,2013,24,15,18
livorno,2013,24,16,19
catania,2013,24,17,17
chievo,2013,24,18,15
sassuolo,2013,24,19,16
juventus,2013,25,0,0
roma,2013,25,1,1
napoli,2013,25,2,2
fiorentina,2013,25,3,3
inter,2013,25,4,4
parma,2013,25,5,5
verona,2013,25,6,9
torino,2013,25,7,6
milan,2013,25,8,7
lazio,2013,25,9,8
genoa,2013,25,10,13
sampdoria,2013,25,11,11
atalanta,2013,25,12,10
udinese,2013,25,13,12
cagliari,2013,25,14,14
bologna,2013,25,15,18
chievo,2013,25,16,15
livorno,2013,25,17,19
catania,2013,25,18,17
sassuolo,2013,25,19,16
juventus,2013,26,0,0
roma,2013,26,1,1
napoli,2013,26,2,2
fiorentina,2013,26,3,3
parma,2013,26,4,5
inter,2013,26,5,4
verona,2013,26,6,9
lazio,2013,26,7,8
torino,2013,26,8,6
milan,2013,26,9,7
genoa,2013,26,10,13
sampdoria,2013,26,11,11
atalanta,2013,26,12,10
cagliari,2013,26,13,14
udinese,2013,26,14,12
bologna,2013,26,15,18
chievo,2013,26,16,15
livorno,2013,26,17,19
catania,2013,26,18,17
sassuolo,2013,26,19,16
juventus,2013,27,0,0
roma,2013,27,1,1
napoli,2013,27,2,2
parma,2013,27,3,5
fiorentina,2013,27,4,3
inter,2013,27,5,4
verona,2013,27,6,9
lazio,2013,27,7,8
torino,2013,27,8,6
milan,2013,27,9,7
genoa,2013,27,10,13
sampdoria,2013,27,11,11
atalanta,2013,27,12,10
udinese,2013,27,13,12
cagliari,2013,27,14,14
chievo,2013,27,15,15
bologna,2013,27,16,18
livorno,2013,27,17,19
catania,2013,27,18,17
sassuolo,2013,27,19,16
juventus,2013,28,0,0
roma,2013,28,1,1
napoli,2013,28,2,2
fiorentina,2013,28,3,3
parma,2013,28,4,5
inter,2013,28,5,4
lazio,2013,28,6,8
verona,2013,28,7,9
atalanta,2013,28,8,10
torino,2013,28,9,6
milan,2013,28,10,7
genoa,2013,28,11,13
sampdoria,2013,28,12,11
udinese,2013,28,13,12
cagliari,2013,28,14,14
chievo,2013,28,15,15
livorno,2013,28,16,19
bologna,2013,28,17,18
sassuolo,2013,28,18,16
catania,2013,28,19,17
juventus,2013,29,0,0
roma,2013,29,1,1
napoli,2013,29,2,2
fiorentina,2013,29,3,3
parma,2013,29,4,5
inter,2013,29,5,4
lazio,2013,29,6,8
verona,2013,29,7,9
atalanta,2013,29,8,10
torino,2013,29,9,6
sampdoria,2013,29,10,11
genoa,2013,29,11,13
milan,2013,29,12,7
udinese,2013,29,13,12
cagliari,2013,29,14,14
bologna,2013,29,15,18
chievo,2013,29,16,15
livorno,2013,29,17,19
sassuolo,2013,29,18,16
catania,2013,29,19,17
juventus,2013,30,0,0
roma,2013,30,1,1
napoli,2013,30,2,2
fiorentina,2013,30,3,3
inter,2013,30,4,4
parma,2013,30,5,5
atalanta,2013,30,6,10
lazio,2013,30,7,8
sampdoria,2013,30,8,11
verona,2013,30,9,9
genoa,2013,30,10,13
milan,2013,30,11,7
torino,2013,30,12,6
udinese,2013,30,13,12
cagliari,2013,30,14,14
chievo,2013,30,15,15
bologna,2013,30,16,18
livorno,2013,30,17,19
sassuolo,2013,30,18,16
catania,2013,30,19,17
juventus,2013,31,0,0
roma,2013,31,1,1
napoli,2013,31,2,2
fiorentina,2013,31,3,3
inter,2013,31,4,4
parma,2013,31,5,5
atalanta,2013,31,6,10
lazio,2013,31,7,8
verona,2013,31,8,9
milan,2013,31,9,7
torino,2013,31,10,6
sampdoria,2013,31,11,11
genoa,2013,31,12,13
udinese,2013,31,13,12
cagliari,2013,31,14,14
chievo,2013,31,15,15
bologna,2013,31,16,18
livorno,2013,31,17,19
sassuolo,2013,31,18,16
catania,2013,31,19,17
juventus,2013,32,0,0
roma,2013,32,1,1
napoli,2013,32,2,2
fiorentina,2013,32,3,3
inter,2013,32,4,4
parma,2013,32,5,5
lazio,2013,32,6,8
verona,2013,32,7,9
atalanta,2013,32,8,10
milan,2013,32,9,7
torino,2013,32,10,6
sampdoria,2013,32,11,11
genoa,2013,32,12,13
udinese,2013,32,13,12
cagliari,2013,32,14,14
chievo,2013,32,15,15
bologna,2013,32,16,18
livorno,2013,32,17,19
sassuolo,2013,32,18,16
catania,2013,32,19,17
juventus,2013,33,0,0
roma,2013,33,1,1
napoli,2013,33,2,2
fiorentina,2013,33,3,3
inter,2013,33,4,4
parma,2013,33,5,5
milan,2013,33,6,7
torino,2013,33,7,6
lazio,2013,33,8,8
verona,2013,33,9,9
atalanta,2013,33,10,10
sampdoria,2013,33,11,11
genoa,2013,33,12,13
udinese,2013,33,13,12
cagliari,2013,33,14,14
chievo,2013,33,15,15
bologna,2013,33,16,18
livorno,2013,33,17,19
sassuolo,2013,33,18,16
catania,2013,33,19,17
juventus,2013,34,0,0
roma,2013,34,1,1
napoli,2013,34,2,2
fiorentina,2013,34,3,3
inter,2013,34,4,4
parma,2013,34,5,5
milan,2013,34,6,7
torino,2013,34,7,6
verona,2013,34,8,9
lazio,2013,34,9,8
atalanta,2013,34,10,10
sampdoria,2013,34,11,11
udinese,2013,34,12,12
genoa,2013,34,13,13
cagliari,2013,34,14,14
chievo,2013,34,15,15
sassuolo,2013,34,16,16
bologna,2013,34,17,18
livorno,2013,34,18,19
catania,2013,34,19,17
juventus,2013,35,0,0
roma,2013,35,1,1
napoli,2013,35,2,2
fiorentina,2013,35,3,3
inter,2013,35,4,4
torino,2013,35,5,6
verona,2013,35,6,9
lazio,2013,35,7,8
parma,2013,35,8,5
milan,2013,35,9,7
atalanta,2013,35,10,10
sampdoria,2013,35,11,11
genoa,2013,35,12,13
cagliari,2013,35,13,14
udinese,2013,35,14,12
chievo,2013,35,15,15
sassuolo,2013,35,16,16
bologna,2013,35,17,18
livorno,2013,35,18,19
catania,2013,35,19,17
juventus,2013,36,0,0
roma,2013,36,1,1
napoli,2013,36,2,2
fiorentina,2013,36,3,3
inter,2013,36,4,4
torino,2013,36,5,6
parma,2013,36,6,5
milan,2013,36,7,7
verona,2013,36,8,9
lazio,2013,36,9,8
atalanta,2013,36,10,10
sampdoria,2013,36,11,11
udinese,2013,36,12,12
genoa,2013,36,13,13
cagliari,2013,36,14,14
sassuolo,2013,36,15,16
chievo,2013,36,16,15
bologna,2013,36,17,18
catania,2013,36,18,17
livorno,2013,36,19,19
juventus,2013,37,0,0
roma,2013,37,1,1
napoli,2013,37,2,2
fiorentina,2013,37,3,3
inter,2013,37,4,4
torino,2013,37,5,6
parma,2013,37,6,5
milan,2013,37,7,7
verona,2013,37,8,9
lazio,2013,37,9,8
atalanta,2013,37,10,10
sampdoria,2013,37,11,11
udinese,2013,37,12,12
genoa,2013,37,13,13
cagliari,2013,37,14,14
sassuolo,2013,37,15,16
chievo,2013,37,16,15
catania,2013,37,17,17
bologna,2013,37,18,18
livorno,2013,37,19,19
juventus,2013,38,0,0
roma,2013,38,1,1
napoli,2013,38,2,2
fiorentina,2013,38,3,3
inter,2013,38,4,4
parma,2013,38,5,5
torino,2013,38,6,6
milan,2013,38,7,7
lazio,2013,38,8,8
verona,2013,38,9,9
atalanta,2013,38,10,10
sampdoria,2013,38,11,11
udinese,2013,38,12,12
genoa,2013,38,13,13
cagliari,2013,38,14,14
chievo,2013,38,15,15
sassuolo,2013,38,16,16
catania,2013,38,17,17
bologna,2013,38,18,18
livorno,2013,38,19,19
milan,2012,0,0,2
fiorentina,2012,0,1,3
juventus,2012,0,2,0
parma,2012,0,3,9
atalanta,2012,0,4,14
lazio,2012,0,5,6
chievo,2012,0,6,11
bologna,2012,0,7,12
genoa,2012,0,8,16
cagliari,2012,0,9,10
udinese,2012,0,10,4
sampdoria,2012,0,11,13
palermo,2012,0,12,18
napoli,2012,0,13,1
pescara,2012,0,14,19
inter,2012,0,15,8
roma,2012,0,16,5
catania,2012,0,17,7
siena,2012,0,18,17
torino,2012,0,19,15
fiorentina,2012,1,0,3
juventus,2012,1,1,0
lazio,2012,1,2,6
chievo,2012,1,3,11
genoa,2012,1,4,16
inter,2012,1,5,8
napoli,2012,1,6,1
sampdoria,2012,1,7,13
catania,2012,1,8,7
torino,2012,1,9,15
siena,2012,1,10,17
roma,2012,1,11,5
palermo,2012,1,12,18
udinese,2012,1,13,4
pescara,2012,1,14,19
cagliari,2012,1,15,10
bologna,2012,1,16,12
atalanta,2012,1,17,14
parma,2012,1,18,9
milan,2012,1,19,2
juventus,2012,2,0,0
lazio,2012,2,1,6
napoli,2012,2,2,1
sampdoria,2012,2,3,13
torino,2012,2,4,15
catania,2012,2,5,7
roma,2012,2,6,5
fiorentina,2012,2,7,3
genoa,2012,2,8,16
inter,2012,2,9,8
parma,2012,2,10,9
chievo,2012,2,11,11
milan,2012,2,12,2
cagliari,2012,2,13,10
atalanta,2012,2,14,14
siena,2012,2,15,17
palermo,2012,2,16,18
udinese,2012,2,17,4
pescara,2012,2,18,19
bologna,2012,2,19,12
juventus,2012,3,0,0
lazio,2012,3,1,6
napoli,2012,3,2,1
sampdoria,2012,3,3,13
fiorentina,2012,3,4,3
inter,2012,3,5,8
roma,2012,3,6,5
catania,2012,3,7,7
atalanta,2012,3,8,14
torino,2012,3,9,15
genoa,2012,3,10,16
chievo,2012,3,11,11
bologna,2012,3,12,12
parma,2012,3,13,9
milan,2012,3,14,2
cagliari,2012,3,15,10
siena,2012,3,16,17
udinese,2012,3,17,4
palermo,2012,3,18,18
pescara,2012,3,19,19
juventus,2012,4,0,0
napoli,2012,4,1,1
sampdoria,2012,4,2,13
lazio,2012,4,3,6
fiorentina,2012,4,4,3
atalanta,2012,4,5,14
roma,2012,4,6,5
genoa,2012,4,7,16
inter,2012,4,8,8
catania,2012,4,9,7
torino,2012,4,10,15
siena,2012,4,11,17
udinese,2012,4,12,4
